,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,new_date,year,date,first_or_second_half_of_year,crime
75606,I182009922,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,239,,2018-02-06 21:15:00,2018,2,Tuesday,21,Part Two,COLUMBIA RD,42.31705299,-71.06521384,"(42.31705299, -71.06521384)",02,2018,2018.02,2018.1,Heroin
75650,I182009870,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2018-02-06 18:48:00,2018,2,Tuesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",02,2018,2018.02,2018.1,Heroin
75698,I182009820,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,542,,2018-02-06 16:05:00,2018,2,Tuesday,16,Part Two,GORDON AVE,42.25562152,-71.12557424,"(42.25562152, -71.12557424)",02,2018,2018.02,2018.1,Heroin
75700,I182009818,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,331,,2018-02-06 16:20:00,2018,2,Tuesday,16,Part Two,COLUMBIA RD,42.31323896,-71.06822206,"(42.31323896, -71.06822206)",02,2018,2018.02,2018.1,Heroin
75835,I182009672,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,901,,2018-02-06 08:55:00,2018,2,Tuesday,8,Part Two,HORADAN WAY,42.33471058,-71.09938904,"(42.33471058, -71.09938904)",02,2018,2018.02,2018.1,Heroin
75903,I182009592,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2, ,,2018-02-05 20:50:00,2018,2,Monday,20,Part Two,,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,Heroin
75937,I182009548,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,29,,2018-02-05 18:13:00,2018,2,Monday,18,Part Two,BREMEN ST,42.37167554,-71.03563919,"(42.37167554, -71.03563919)",02,2018,2018.02,2018.1,Heroin
75962,I182009524,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14, ,,2018-02-05 16:41:00,2018,2,Monday,16,Part Two,CLEVEMONT AVE,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,Heroin
75980,I182009510,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,63,,2018-02-05 16:00:00,2018,2,Monday,16,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",02,2018,2018.02,2018.1,Heroin
75990,I182009499,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,194,,2018-02-05 15:13:00,2018,2,Monday,15,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)",02,2018,2018.02,2018.1,Heroin
75994,I182009495,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2, ,,2018-02-05 14:55:00,2018,2,Monday,14,Part Two,COPELAND ST,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,Heroin
76005,I182009483,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,450,,2018-02-05 14:35:00,2018,2,Monday,14,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",02,2018,2018.02,2018.1,Heroin
76022,I182009464,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,29,,2018-02-05 13:04:00,2018,2,Monday,13,Part Two,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)",02,2018,2018.02,2018.1,Heroin
76156,I182009307,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,378,,2018-02-04 20:25:00,2018,2,Sunday,20,Part Two,NAHANT AVE,42.28772691,-71.05350569,"(42.28772691, -71.05350569)",02,2018,2018.02,2018.1,Heroin
76336,I182009097,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,495,,2018-02-03 23:21:00,2018,2,Saturday,23,Part Two,HYDE PARK AVE,42.26216909,-71.12185558,"(42.26216909, -71.12185558)",02,2018,2018.02,2018.1,Heroin
76559,I182008859,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,206,,2018-02-02 21:34:00,2018,2,Friday,21,Part Two,NORTHERN AVE,42.35320826,-71.0464714,"(42.35320826, -71.04647140)",02,2018,2018.02,2018.1,Heroin
76588,I182008833,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,186,,2018-02-02 20:42:00,2018,2,Friday,20,Part Two,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)",02,2018,2018.02,2018.1,Heroin
76795,I182008614,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,330,,2018-02-02 01:59:00,2018,2,Friday,1,Part Two,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)",02,2018,2018.02,2018.1,Heroin
76819,I182008585,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2, ,,2018-02-01 22:51:00,2018,2,Thursday,22,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,Heroin
76866,I182008544,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2018-02-01 20:30:20,2018,2,Thursday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",02,2018,2018.02,2018.1,Heroin
76881,I182008529,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,256,,2018-02-01 19:23:00,2018,2,Thursday,19,Part Two,COLUMBIA RD,42.32142759,-71.05234417,"(42.32142759, -71.05234417)",02,2018,2018.02,2018.1,Heroin
76905,I182008507,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,172,,2018-02-01 16:00:00,2018,2,Thursday,16,Part Two,BRADSTON ST,42.332354,-71.07138696,"(42.33235400, -71.07138696)",02,2018,2018.02,2018.1,Heroin
76921,I182008488,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,29,,2018-02-01 16:41:00,2018,2,Thursday,16,Part Two,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)",02,2018,2018.02,2018.1,Heroin
76956,I182008448,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2018-02-01 13:39:00,2018,2,Thursday,13,Part Two,E LENOX ST,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,Heroin
76974,I182008427,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2018-02-01 12:25:00,2018,2,Thursday,12,Part Two,HARRISON AVE,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,Heroin
76983,I182008419,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2018-02-01 11:15:01,2018,2,Thursday,11,Part Two,E LENOX ST,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,Heroin
77059,I182008339,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,755,,2018-02-01 01:53:00,2018,2,Thursday,1,Part Two,TIP TOP ST,42.3507771,-71.1701743,"(42.35077710, -71.17017430)",02,2018,2018.02,2018.1,Heroin
77072,I182008320,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,905,,2018-01-31 22:05:00,2018,1,Wednesday,22,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)",01,2018,2018.01,2018.1,Heroin
77078,I182008313,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13, ,,2018-01-31 21:27:00,2018,1,Wednesday,21,Part Two,,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
77124,I182008264,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6, ,,2018-01-31 17:30:00,2018,1,Wednesday,17,Part Two,DEVINE WAY,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
77127,I182008262,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,177,,2018-01-31 18:05:00,2018,1,Wednesday,18,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",01,2018,2018.01,2018.1,Heroin
77188,I182008190,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,469,,2018-01-31 13:17:00,2018,1,Wednesday,13,Part Two,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)",01,2018,2018.01,2018.1,Heroin
77295,I182008083,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A15,900,,2018-01-31 03:46:00,2018,1,Wednesday,3,Part Two,DECATUR ST,42.37693992,-71.05524264,"(42.37693992, -71.05524264)",01,2018,2018.01,2018.1,Heroin
77350,I182008024,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,577,,2018-01-30 20:12:00,2018,1,Tuesday,20,Part Two,ATHERTON ST,42.31875855,-71.10212209,"(42.31875855, -71.10212209)",01,2018,2018.01,2018.1,Heroin
77355,I182008018,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2018-01-30 20:00:00,2018,1,Tuesday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",01,2018,2018.01,2018.1,Heroin
77378,I182007993,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,797,,2018-01-30 18:11:00,2018,1,Tuesday,18,Part Two,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)",01,2018,2018.01,2018.1,Heroin
77385,I182007987,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,816,,2018-01-30 17:30:00,2018,1,Tuesday,17,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)",01,2018,2018.01,2018.1,Heroin
77488,I182007871,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,572,,2018-01-30 11:34:00,2018,1,Tuesday,11,Part Two,MONTEBELLO RD,42.31176766,-71.09971564,"(42.31176766, -71.09971564)",01,2018,2018.01,2018.1,Heroin
77610,I182007752,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,63,,2018-01-29 16:00:00,2018,1,Monday,16,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",01,2018,2018.01,2018.1,Heroin
77646,I182007713,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,712,,2018-01-29 18:17:00,2018,1,Monday,18,Part Two,ROCKINGHAM AVE,42.26483265,-71.15567877,"(42.26483265, -71.15567877)",01,2018,2018.01,2018.1,Heroin
77678,I182007684,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,179,,2018-01-29 17:04:00,2018,1,Monday,17,Part Two,MELNEA CASS BLVD,42.33182961,-71.07347274,"(42.33182961, -71.07347274)",01,2018,2018.01,2018.1,Heroin
77751,I182007605,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2, ,,2018-01-29 11:10:00,2018,1,Monday,11,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
77841,I182007516,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,179,,2018-01-29 02:46:00,2018,1,Monday,2,Part Two,GERARD ST,42.3322228,-71.07167184,"(42.33222280, -71.07167184)",01,2018,2018.01,2018.1,Heroin
77910,I182007446,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,85,,2018-01-28 19:13:00,2018,1,Sunday,19,Part Two,BALDWIN PL,42.36476191,-71.05580172,"(42.36476191, -71.05580172)",01,2018,2018.01,2018.1,Heroin
78149,I182007190,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2018-01-27 19:45:00,2018,1,Saturday,19,Part Two,BEACON ST,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
78184,I182007146,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,932,,2018-01-27 17:28:00,2018,1,Saturday,17,Part Two,WASHINGTON ST,42.2585187,-71.16030347,"(42.25851870, -71.16030347)",01,2018,2018.01,2018.1,Heroin
78432,I182006889,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,177,,2018-01-26 17:38:00,2018,1,Friday,17,Part Two,MASSACHUSETTS AVE,42.33213269,-71.07131032,"(42.33213269, -71.07131032)",01,2018,2018.01,2018.1,Heroin
78456,I182006863,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,213,,2018-01-26 15:55:00,2018,1,Friday,15,Part Two,W BROADWAY,42.33731438,-71.04852327,"(42.33731438, -71.04852327)",01,2018,2018.01,2018.1,Heroin
78463,I182006854,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,167,,2018-01-26 15:54:00,2018,1,Friday,15,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",01,2018,2018.01,2018.1,Heroin
78534,I182006786,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,357,,2018-01-26 11:54:00,2018,1,Friday,11,Part Two,GAYLORD ST,42.29864216,-71.0731233,"(42.29864216, -71.07312330)",01,2018,2018.01,2018.1,Heroin
78709,I182006610,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3, ,,2018-01-25 17:25:00,2018,1,Thursday,17,Part Two,,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
78868,I182006437,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,179,,2018-01-25 01:38:00,2018,1,Thursday,1,Part Two,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)",01,2018,2018.01,2018.1,Heroin
78906,I182006389,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,584,,2018-01-24 19:20:00,2018,1,Wednesday,19,Part Two,HEATH ST,42.32610077,-71.10433335,"(42.32610077, -71.10433335)",01,2018,2018.01,2018.1,Heroin
78930,I182006363,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2018-01-24 18:43:00,2018,1,Wednesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",01,2018,2018.01,2018.1,Heroin
78932,I182006361,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2018-01-24 18:43:00,2018,1,Wednesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",01,2018,2018.01,2018.1,Heroin
78944,I182006346,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,915,,2018-01-24 15:40:00,2018,1,Wednesday,15,Part Two,BENT CT,42.330398,-71.047966,"(42.33039800, -71.04796600)",01,2018,2018.01,2018.1,Heroin
78979,I182006317,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",, ,,2018-01-24 15:57:00,2018,1,Wednesday,15,Part Two,,42.31455107,-71.09381343,"(42.31455107, -71.09381343)",01,2018,2018.01,2018.1,Heroin
78981,I182006317,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,, ,,2018-01-24 15:57:00,2018,1,Wednesday,15,Part Two,,42.31455107,-71.09381343,"(42.31455107, -71.09381343)",01,2018,2018.01,2018.1,Heroin
78991,I182006306,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,436,,2018-01-24 15:08:00,2018,1,Wednesday,15,Part Two,EPPING ST,42.28978592,-71.07204166,"(42.28978592, -71.07204166)",01,2018,2018.01,2018.1,Heroin
79038,I182006257,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,111,,2018-01-24 11:46:00,2018,1,Wednesday,11,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",01,2018,2018.01,2018.1,Heroin
79161,I182006126,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3, ,,2018-01-23 21:46:00,2018,1,Tuesday,21,Part Two,STRATTON ST,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
79223,I182006062,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4, ,,2018-01-23 18:40:07,2018,1,Tuesday,18,Part Two,E LENOX ST,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
79231,I182006058,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,272,,2018-01-23 18:45:00,2018,1,Tuesday,18,Part Two,BALL ST,42.33348921,-71.08064168,"(42.33348921, -71.08064168)",01,2018,2018.01,2018.1,Heroin
79346,I182005938,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2018-01-23 11:16:00,2018,1,Tuesday,11,Part Two,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)",01,2018,2018.01,2018.1,Heroin
79436,I182005841,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,179,,2018-01-22 20:15:00,2018,1,Monday,20,Part Two,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)",01,2018,2018.01,2018.1,Heroin
79542,I182005730,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18, ,,2018-01-22 15:05:00,2018,1,Monday,15,Part Two,METROPOLITAN AVE,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
79927,I182005312,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,171,,2018-01-20 16:35:00,2018,1,Saturday,16,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)",01,2018,2018.01,2018.1,Heroin
79936,I182005308,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,469,,2018-01-20 19:14:00,2018,1,Saturday,19,Part Two,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)",01,2018,2018.01,2018.1,Heroin
79937,I182005307,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2018-01-20 19:13:44,2018,1,Saturday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",01,2018,2018.01,2018.1,Heroin
79993,I182005247,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,588,,2018-01-20 14:18:38,2018,1,Saturday,14,Part Two,SMITH ST,42.33290664,-71.09680555,"(42.33290664, -71.09680555)",01,2018,2018.01,2018.1,Heroin
80033,I182005204,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,939,,2018-01-20 12:35:00,2018,1,Saturday,12,Part Two,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)",01,2018,2018.01,2018.1,Heroin
80093,I182005136,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,172,,2018-01-20 02:58:00,2018,1,Saturday,2,Part Two,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)",01,2018,2018.01,2018.1,Heroin
80106,I182005125,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,352,,2018-01-20 01:35:00,2018,1,Saturday,1,Part Two,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)",01,2018,2018.01,2018.1,Heroin
80173,I182005048,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,915,,2018-01-19 18:30:00,2018,1,Friday,18,Part Two,E EIGHTH ST,42.33129745,-71.04864886,"(42.33129745, -71.04864886)",01,2018,2018.01,2018.1,Heroin
80185,I182005037,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6, ,,2018-01-19 17:40:00,2018,1,Friday,17,Part Two,,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
80187,I182005035,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,308,,2018-01-19 17:28:00,2018,1,Friday,17,Part Two,WALNUT AVE,42.32031741,-71.08732302,"(42.32031741, -71.08732302)",01,2018,2018.01,2018.1,Heroin
80190,I182005032,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,915,,2018-01-19 16:21:00,2018,1,Friday,16,Part Two,E NINTH ST,42.33214285,-71.05121359,"(42.33214285, -71.05121359)",01,2018,2018.01,2018.1,Heroin
80235,I182004985,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2018-01-19 14:58:00,2018,1,Friday,14,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",01,2018,2018.01,2018.1,Heroin
80397,I182004809,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,175,,2018-01-18 18:20:00,2018,1,Thursday,18,Part Two,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)",01,2018,2018.01,2018.1,Heroin
80435,I182004762,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2018-01-18 17:23:00,2018,1,Thursday,17,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",01,2018,2018.01,2018.1,Heroin
80436,I182004761,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,177,,2018-01-18 16:21:00,2018,1,Thursday,16,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",01,2018,2018.01,2018.1,Heroin
80443,I182004758,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,177,,2018-01-18 14:00:00,2018,1,Thursday,14,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",01,2018,2018.01,2018.1,Heroin
80491,I182004704,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2018-01-18 00:00:00,2018,1,Thursday,0,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",01,2018,2018.01,2018.1,Heroin
80497,I182004698,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,175,,2018-01-18 13:43:00,2018,1,Thursday,13,Part Two,SOUTHAMPTON ST,42.33136635,-71.066409,"(42.33136635, -71.06640900)",01,2018,2018.01,2018.1,Heroin
80501,I182004695,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,15,,2018-01-18 13:44:00,2018,1,Thursday,13,Part Two,SARATOGA ST,42.38173406,-71.02264185,"(42.38173406, -71.02264185)",01,2018,2018.01,2018.1,Heroin
80513,I182004681,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1, ,,2018-01-18 13:26:00,2018,1,Thursday,13,Part Two,CONGRESS ST,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
80664,I182004532,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,164,,2018-01-17 17:51:00,2018,1,Wednesday,17,Part Two,WASHINGTON ST,42.34334672,-71.06643142,"(42.34334672, -71.06643142)",01,2018,2018.01,2018.1,Heroin
80797,I182004400,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,280,,2018-01-17 11:09:00,2018,1,Wednesday,11,Part Two,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)",01,2018,2018.01,2018.1,Heroin
80799,I182004398,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,359,,2018-01-17 10:09:00,2018,1,Wednesday,10,Part Two,WASHINGTON ST,42.29360585,-71.0718865,"(42.29360585, -71.07188650)",01,2018,2018.01,2018.1,Heroin
80904,I182004290,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E18,520,,2018-06-04 12:40:00,2018,6,Monday,12,Part Two,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)",06,2018,2018.06,2018.1,Heroin
80919,I182004275,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,117,,2018-01-16 20:03:00,2018,1,Tuesday,20,Part Two,BOYLSTON ST,42.3523414,-71.06296987,"(42.35234140, -71.06296987)",01,2018,2018.01,2018.1,Heroin
80994,I182004201,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,516,,2018-01-16 15:32:00,2018,1,Tuesday,15,Part Two,DANA AVE,42.24662805,-71.11894468,"(42.24662805, -71.11894468)",01,2018,2018.01,2018.1,Heroin
80996,I182004200,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,78,,2018-01-16 16:00:00,2018,1,Tuesday,16,Part Two,MARSHALL ST,42.36159585,-71.05692518,"(42.36159585, -71.05692518)",01,2018,2018.01,2018.1,Heroin
81065,I182004121,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,257,,2018-01-16 11:10:00,2018,1,Tuesday,11,Part Two,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)",01,2018,2018.01,2018.1,Heroin
81181,I182004002,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,167,,2018-01-15 19:38:00,2018,1,Monday,19,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",01,2018,2018.01,2018.1,Heroin
81200,I182003978,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,581,,2018-01-15 17:20:00,2018,1,Monday,17,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)",01,2018,2018.01,2018.1,Heroin
81203,I182003976,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,581,,2018-01-15 17:03:00,2018,1,Monday,17,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)",01,2018,2018.01,2018.1,Heroin
81211,I182003967,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,737,,2018-01-15 17:15:00,2018,1,Monday,17,Part Two,GRAYFIELD AVE,42.28950765,-71.16050392,"(42.28950765, -71.16050392)",01,2018,2018.01,2018.1,Heroin
81227,I182003951,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3, ,,2018-01-15 15:58:00,2018,1,Monday,15,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,Heroin
81296,I182003883,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,183,,2018-01-15 11:48:00,2018,1,Monday,11,Part Two,CLIFTON ST,42.3186862,-71.06898017,"(42.31868620, -71.06898017)",01,2018,2018.01,2018.1,Heroin
