,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,new_date,year,date,first_or_second_half_of_year,crime
75996,I182009495,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2, ,,2018-02-05 14:55:00,2018,2,Monday,14,Part Two,COPELAND ST,,,"(0.00000000, 0.00000000)",02,2018,2018.02,2018.1,weed
76304,I182009132,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,261,,2018-02-04 02:37:00,2018,2,Sunday,2,Part Two,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)",02,2018,2018.02,2018.1,weed
76439,I182008992,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,170,,2018-02-03 14:20:00,2018,2,Saturday,14,Part Two,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)",02,2018,2018.02,2018.1,weed
76868,I182008542,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,326,,2018-02-01 20:13:00,2018,2,Thursday,20,Part Two,DUNKELD ST,42.31242508,-71.07587329,"(42.31242508, -71.07587329)",02,2018,2018.02,2018.1,weed
77056,I182008341,1845,Drug Violation,DRUGS - POSS CLASS D,B3,438,,2018-02-01 01:30:00,2018,2,Thursday,1,Part Two,NEW ENGLAND AVE,42.29174127,-71.07717929,"(42.29174127, -71.07717929)",02,2018,2018.02,2018.1,weed
77095,I182008294,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,901,,2018-01-31 19:51:00,2018,1,Wednesday,19,Part Two,MCGREEVEY WAY,42.33405571,-71.09553346,"(42.33405571, -71.09553346)",01,2018,2018.01,2018.1,weed
77100,I182008289,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,548,,2018-01-31 18:00:00,2018,1,Wednesday,18,Part Two,BATEMAN ST,42.27170454,-71.1307987,"(42.27170454, -71.13079870)",01,2018,2018.01,2018.1,weed
77123,I182008264,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6, ,,2018-01-31 17:30:00,2018,1,Wednesday,17,Part Two,DEVINE WAY,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
78497,I182006821,1845,Drug Violation,DRUGS - POSS CLASS D,E5,558,,2018-01-26 09:15:00,2018,1,Friday,9,Part Two,CUMMINS HWY,42.28342716,-71.12422635,"(42.28342716, -71.12422635)",01,2018,2018.01,2018.1,weed
78655,I182006665,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,448,,2018-01-25 20:12:00,2018,1,Thursday,20,Part Two,NORWELL ST,42.29260123,-71.07746346,"(42.29260123, -71.07746346)",01,2018,2018.01,2018.1,weed
78729,I182006583,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14,791,,2018-01-25 15:49:00,2018,1,Thursday,15,Part Two,COMMONWEALTH AVE,42.34472494,-71.14192895,"(42.34472494, -71.14192895)",01,2018,2018.01,2018.1,weed
78730,I182006583,1845,Drug Violation,DRUGS - POSS CLASS D,D14,791,,2018-01-25 15:49:00,2018,1,Thursday,15,Part Two,COMMONWEALTH AVE,42.34472494,-71.14192895,"(42.34472494, -71.14192895)",01,2018,2018.01,2018.1,weed
78865,I182006437,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,179,,2018-01-25 01:38:00,2018,1,Thursday,1,Part Two,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)",01,2018,2018.01,2018.1,weed
79347,I182005938,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,355,,2018-01-23 11:16:00,2018,1,Tuesday,11,Part Two,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)",01,2018,2018.01,2018.1,weed
80109,I182005125,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,352,,2018-01-20 01:35:00,2018,1,Saturday,1,Part Two,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)",01,2018,2018.01,2018.1,weed
80327,I182004889,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,437,,2018-01-19 08:42:00,2018,1,Friday,8,Part Two,ELMHURST ST,42.28904237,-71.0765702,"(42.28904237, -71.07657020)",01,2018,2018.01,2018.1,weed
80457,I182004739,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3, ,,2018-01-18 16:12:00,2018,1,Thursday,16,Part Two,GALLIVAN BLVD,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
80617,I182004583,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,126,,2018-01-17 22:28:00,2018,1,Wednesday,22,Part Two,TREMONT ST,42.34855133,-71.06702716,"(42.34855133, -71.06702716)",01,2018,2018.01,2018.1,weed
80682,I182004515,1845,Drug Violation,DRUGS - POSS CLASS D,C6, ,,2018-01-17 17:15:00,2018,1,Wednesday,17,Part Two,CYPHER,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
80759,I182004437,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A15,105,,2018-01-17 12:00:00,2018,1,Wednesday,12,Part Two,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)",01,2018,2018.01,2018.1,weed
81277,I182003903,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,359,,2018-01-15 13:29:00,2018,1,Monday,13,Part Two,TREMLETT ST,42.29472275,-71.07058534,"(42.29472275, -71.07058534)",01,2018,2018.01,2018.1,weed
81428,I182003728,1845,Drug Violation,DRUGS - POSS CLASS D,B3,437,,2018-01-14 16:47:00,2018,1,Sunday,16,Part Two,MILTON AVE,42.28712554,-71.07885351,"(42.28712554, -71.07885351)",01,2018,2018.01,2018.1,weed
81694,I182003449,1845,Drug Violation,DRUGS - POSS CLASS D,B2, ,,2018-01-13 16:13:00,2018,1,Saturday,16,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
82310,I182002798,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,214,,2018-01-11 15:00:00,2018,1,Thursday,15,Part Two,F ST,42.33681457,-71.0477566,"(42.33681457, -71.04775660)",01,2018,2018.01,2018.1,weed
82457,I182002649,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,121,,2018-01-11 01:19:00,2018,1,Thursday,1,Part Two,STUART ST,42.35099438,-71.06645588,"(42.35099438, -71.06645588)",01,2018,2018.01,2018.1,weed
82513,I182002598,1845,Drug Violation,DRUGS - POSS CLASS D,E13,302,,2018-01-10 20:26:00,2018,1,Wednesday,20,Part Two,COLUMBUS AVE,42.32492546,-71.09839601,"(42.32492546, -71.09839601)",01,2018,2018.01,2018.1,weed
82521,I182002587,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,151,,2018-01-10 19:35:00,2018,1,Wednesday,19,Part Two,CHANDLER ST,42.34639439,-71.07309868,"(42.34639439, -71.07309868)",01,2018,2018.01,2018.1,weed
83596,I182001428,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13, ,,2018-01-06 17:51:00,2018,1,Saturday,17,Part Two,BRAY ST,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
83597,I182001428,1845,Drug Violation,DRUGS - POSS CLASS D,E13, ,,2018-01-06 17:51:00,2018,1,Saturday,17,Part Two,BRAY ST,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
83609,I182001415,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,936,,2018-01-06 14:00:00,2018,1,Saturday,14,Part Two,ORTON-MAROTTA WAY,42.33857289,-71.05575501,"(42.33857289, -71.05575501)",01,2018,2018.01,2018.1,weed
84265,I182000702,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E5,714,,2018-01-03 15:57:00,2018,1,Wednesday,15,Part Two,TOBIN RD,42.258707,-71.160265,"(42.25870700, -71.16026500)",01,2018,2018.01,2018.1,weed
84511,I182000434,1845,Drug Violation,DRUGS - POSS CLASS D,D14, ,,2018-01-02 17:05:00,2018,1,Tuesday,17,Part Two,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
84512,I182000434,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14, ,,2018-01-02 17:05:00,2018,1,Tuesday,17,Part Two,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
84547,I182000395,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,174,,2018-01-02 14:42:00,2018,1,Tuesday,14,Part Two,ELLERY ST,42.3297427,-71.05826343,"(42.32974270, -71.05826343)",01,2018,2018.01,2018.1,weed
84699,I182000232,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11, ,,2018-01-01 19:54:00,2018,1,Monday,19,Part Two,BOWDOIN ST,,,"(0.00000000, 0.00000000)",01,2018,2018.01,2018.1,weed
85097,I172107486,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,121,,2017-12-31 01:23:00,2017,12,Sunday,1,Part Two,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)",12,2017,2017.12,2017.2,weed
85427,I172107120,1845,Drug Violation,DRUGS - POSS CLASS D,D4,164,,2017-12-29 13:15:00,2017,12,Friday,13,Part Two,WASHINGTON ST,42.34199482,-71.06811525,"(42.34199482, -71.06811525)",12,2017,2017.12,2017.2,weed
85493,I172107053,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,347,,2017-12-29 08:52:00,2017,12,Friday,8,Part Two,HECLA ST,42.30682138,-71.06030035,"(42.30682138, -71.06030035)",12,2017,2017.12,2017.2,weed
86819,I172105579,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4, ,,2017-12-22 12:20:00,2017,12,Friday,12,Part Two,HARRISON AVE,,,"(0.00000000, 0.00000000)",12,2017,2017.12,2017.2,weed
87053,I172105310,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,366,,2017-12-21 14:01:00,2017,12,Thursday,14,Part Two,ADAMS ST,42.29036711,-71.05638317,"(42.29036711, -71.05638317)",12,2017,2017.12,2017.2,weed
87143,I172105218,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1, ,,2017-12-21 02:24:00,2017,12,Thursday,2,Part Two,BOYLSTON ST,,,"(0.00000000, 0.00000000)",12,2017,2017.12,2017.2,weed
87280,I172105083,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,214,,2017-12-20 16:19:00,2017,12,Wednesday,16,Part Two,E ST,42.33694665,-71.05029732,"(42.33694665, -71.05029732)",12,2017,2017.12,2017.2,weed
87382,I172104972,1845,Drug Violation,DRUGS - POSS CLASS D,C6,220,,2017-12-20 09:29:00,2017,12,Wednesday,9,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)",12,2017,2017.12,2017.2,weed
87383,I172104972,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,220,,2017-12-20 09:29:00,2017,12,Wednesday,9,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)",12,2017,2017.12,2017.2,weed
87420,I172104936,1845,Drug Violation,DRUGS - POSS CLASS D,A7,30,,2018-03-28 17:41:00,2018,3,Wednesday,17,Part Two,COTTAGE ST,42.37010622,-71.03261984,"(42.37010622, -71.03261984)",03,2018,2018.03,2018.1,weed
88295,I172104008,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,366,,2017-12-16 16:28:00,2017,12,Saturday,16,Part Two,DORCHESTER AVE,42.28907082,-71.06338098,"(42.28907082, -71.06338098)",12,2017,2017.12,2017.2,weed
88640,I172103639,1845,Drug Violation,DRUGS - POSS CLASS D,B2,299,,2017-12-15 10:35:00,2017,12,Friday,10,Part Two,CIRCUIT ST,42.32410157,-71.08694241,"(42.32410157, -71.08694241)",12,2017,2017.12,2017.2,weed
88759,I172103503,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2017-12-14 19:50:00,2017,12,Thursday,19,Part Two,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)",12,2017,2017.12,2017.2,weed
88791,I172103467,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,378,,2017-12-14 17:19:00,2017,12,Thursday,17,Part Two,BOWMAN ST,42.2871382,-71.04781825,"(42.28713820, -71.04781825)",12,2017,2017.12,2017.2,weed
88889,I172103369,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,433,,2017-12-14 10:35:00,2017,12,Thursday,10,Part Two,NELSON ST,42.28344144,-71.08331661,"(42.28344144, -71.08331661)",12,2017,2017.12,2017.2,weed
89253,I172102979,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,279,,2017-12-12 18:37:00,2017,12,Tuesday,18,Part Two,WINSLOW ST,42.32882991,-71.08144379,"(42.32882991, -71.08144379)",12,2017,2017.12,2017.2,weed
89364,I172102856,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,326,,2017-12-09 00:00:00,2017,12,Saturday,0,Part Two,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)",12,2017,2017.12,2017.2,weed
89525,I172102684,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,303,,2017-12-11 17:19:00,2017,12,Monday,17,Part Two,,,,"(0.00000000, 0.00000000)",12,2017,2017.12,2017.2,weed
89604,I172102578,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,601,,2017-12-11 11:46:00,2017,12,Monday,11,Part Two,PARKER ST,42.33178186,-71.09718868,"(42.33178186, -71.09718868)",12,2017,2017.12,2017.2,weed
89616,I172102568,1845,Drug Violation,DRUGS - POSS CLASS D,E18,784,,2017-12-11 09:50:00,2017,12,Monday,9,Part Two,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)",12,2017,2017.12,2017.2,weed
90312,I172101834,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,784,,2017-12-08 12:45:00,2017,12,Friday,12,Part Two,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)",12,2017,2017.12,2017.2,weed
90346,I172101798,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,360,,2017-12-08 12:09:00,2017,12,Friday,12,Part Two,DORCHESTER AVE,42.29666202,-71.06121836,"(42.29666202, -71.06121836)",12,2017,2017.12,2017.2,weed
90376,I172101759,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11, ,,2017-12-08 10:13:00,2017,12,Friday,10,Part Two,,42.29722832,-71.06103916,"(42.29722832, -71.06103916)",12,2017,2017.12,2017.2,weed
90377,I172101759,1845,Drug Violation,DRUGS - POSS CLASS D,C11, ,,2017-12-08 10:13:00,2017,12,Friday,10,Part Two,,42.29722832,-71.06103916,"(42.29722832, -71.06103916)",12,2017,2017.12,2017.2,weed
90586,I172101534,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,468,Y,2017-12-07 13:18:00,2017,12,Thursday,13,Part Two,WALK HILL ST,42.28184113,-71.09871709,"(42.28184113, -71.09871709)",12,2017,2017.12,2017.2,weed
90619,I172101497,1845,Drug Violation,DRUGS - POSS CLASS D,D4,274,,2017-12-07 11:08:00,2017,12,Thursday,11,Part Two,CAMDEN ST,42.33840478,-71.08201499,"(42.33840478, -71.08201499)",12,2017,2017.12,2017.2,weed
90693,I172101424,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,179,,2017-12-07 01:35:00,2017,12,Thursday,1,Part Two,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)",12,2017,2017.12,2017.2,weed
90757,I172101363,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7, ,,2017-12-06 20:07:00,2017,12,Wednesday,20,Part Two,COTTAGE ST,,,"(0.00000000, 0.00000000)",12,2017,2017.12,2017.2,weed
90821,I172101294,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E5, ,,2017-12-06 16:30:00,2017,12,Wednesday,16,Part Two,ROCKINGHAM AVE,,,"(0.00000000, 0.00000000)",12,2017,2017.12,2017.2,weed
91198,I172100902,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,543,,2017-12-05 11:50:00,2017,12,Tuesday,11,Part Two,PERKINS AVE,42.25497875,-71.12812564,"(42.25497875, -71.12812564)",12,2017,2017.12,2017.2,weed
91305,I172100800,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,519,,2017-12-04 21:50:00,2017,12,Monday,21,Part Two,EVERETT ST,42.25746471,-71.12170562,"(42.25746471, -71.12170562)",12,2017,2017.12,2017.2,weed
91351,I172100756,1845,Drug Violation,DRUGS - POSS CLASS D,B3, ,,2017-12-04 19:26:00,2017,12,Monday,19,Part Two,CENTRAL AVE,,,"(0.00000000, 0.00000000)",12,2017,2017.12,2017.2,weed
91391,I172100719,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13,307,,2017-12-04 17:20:00,2017,12,Monday,17,Part Two,COLUMBUS AVE,42.3144665,-71.09661461,"(42.31446650, -71.09661461)",12,2017,2017.12,2017.2,weed
92658,I172099349,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,481,,2017-11-30 04:57:00,2017,11,Thursday,4,Part Two,MARCY RD,42.26714691,-71.09631094,"(42.26714691, -71.09631094)",11,2017,2017.11,2017.2,weed
92835,I172099166,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,119,,2017-11-29 14:30:00,2017,11,Wednesday,14,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",11,2017,2017.11,2017.2,weed
92839,I172099165,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,282,,2017-11-29 14:28:00,2017,11,Wednesday,14,Part Two,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)",11,2017,2017.11,2017.2,weed
93013,I172098991,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,273,,2017-11-28 21:44:00,2017,11,Tuesday,21,Part Two,NORTHAMPTON ST,42.33690201,-71.07871786,"(42.33690201, -71.07871786)",11,2017,2017.11,2017.2,weed
93122,I172098876,1845,Drug Violation,DRUGS - POSS CLASS D,A1,102,,2017-11-28 14:45:00,2017,11,Tuesday,14,Part Two,TREMONT ST,42.35768645,-71.06075134,"(42.35768645, -71.06075134)",11,2017,2017.11,2017.2,weed
93126,I172098876,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,102,,2017-11-28 14:45:00,2017,11,Tuesday,14,Part Two,TREMONT ST,42.35768645,-71.06075134,"(42.35768645, -71.06075134)",11,2017,2017.11,2017.2,weed
93136,I172098865,1845,Drug Violation,DRUGS - POSS CLASS D,A1,119,,2017-11-28 14:53:00,2017,11,Tuesday,14,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",11,2017,2017.11,2017.2,weed
93816,I172098132,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2017-11-25 18:32:00,2017,11,Saturday,18,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)",11,2017,2017.11,2017.2,weed
94077,I172097863,1845,Drug Violation,DRUGS - POSS CLASS D,C11,389,,2017-11-24 13:05:00,2017,11,Friday,13,Part Two,GALLIVAN BLVD,42.28229848,-71.05780234,"(42.28229848, -71.05780234)",11,2017,2017.11,2017.2,weed
94104,I172097842,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18, ,,2017-11-24 14:30:00,2017,11,Friday,14,Part Two,CENTRAL AVE,,,"(0.00000000, 0.00000000)",11,2017,2017.11,2017.2,weed
94441,I172097450,1845,Drug Violation,DRUGS - POSS CLASS D,B3,482,,2017-11-22 13:57:00,2017,11,Wednesday,13,Part Two,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)",11,2017,2017.11,2017.2,weed
94841,I172097052,1845,Drug Violation,DRUGS - POSS CLASS D,D14,939,,2017-11-21 06:15:00,2017,11,Tuesday,6,Part Two,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)",11,2017,2017.11,2017.2,weed
94843,I172097052,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14,939,,2017-11-21 06:15:00,2017,11,Tuesday,6,Part Two,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)",11,2017,2017.11,2017.2,weed
95015,I172096850,1845,Drug Violation,DRUGS - POSS CLASS D,E18,494,,2017-11-20 12:00:00,2017,11,Monday,12,Part Two,METROPOLITAN AVE,42.26209214,-71.11670964,"(42.26209214, -71.11670964)",11,2017,2017.11,2017.2,weed
95780,I172096044,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,356,,2017-11-17 14:45:00,2017,11,Friday,14,Part Two,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)",11,2017,2017.11,2017.2,weed
95855,I172095964,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,494,,2017-11-17 11:19:00,2017,11,Friday,11,Part Two,ELM ST,42.26023312,-71.11829238,"(42.26023312, -71.11829238)",11,2017,2017.11,2017.2,weed
96089,I172095716,1845,Drug Violation,DRUGS - POSS CLASS D,A1,77,,2017-11-16 13:45:00,2017,11,Thursday,13,Part Two,BULFINCH PL,42.36152577,-71.06133846,"(42.36152577, -71.06133846)",11,2017,2017.11,2017.2,weed
96090,I172095716,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,77,,2017-11-16 13:45:00,2017,11,Thursday,13,Part Two,BULFINCH PL,42.36152577,-71.06133846,"(42.36152577, -71.06133846)",11,2017,2017.11,2017.2,weed
96180,I172095625,1845,Drug Violation,DRUGS - POSS CLASS D,B2,266,,2017-11-15 14:05:00,2017,11,Wednesday,14,Part Two,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)",11,2017,2017.11,2017.2,weed
96210,I172095593,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,329,,2017-11-16 01:25:00,2017,11,Thursday,1,Part Two,COLUMBIA RD,42.30673444,-71.07712722,"(42.30673444, -71.07712722)",11,2017,2017.11,2017.2,weed
96331,I172095462,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6, ,,2017-11-15 15:30:00,2017,11,Wednesday,15,Part Two,DORCHESTER ST,,,"(0.00000000, 0.00000000)",11,2017,2017.11,2017.2,weed
96808,I172094955,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6, ,,2017-11-13 18:01:00,2017,11,Monday,18,Part Two,,,,"(0.00000000, 0.00000000)",11,2017,2017.11,2017.2,weed
96945,I172094818,1845,Drug Violation,DRUGS - POSS CLASS D,B2,313,,2017-11-13 12:32:00,2017,11,Monday,12,Part Two,TOWNSEND ST,42.31666791,-71.08401705,"(42.31666791, -71.08401705)",11,2017,2017.11,2017.2,weed
97007,I172094749,1845,Drug Violation,DRUGS - POSS CLASS D,B2,266,,2017-11-13 07:40:00,2017,11,Monday,7,Part Two,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)",11,2017,2017.11,2017.2,weed
97278,I172094442,1845,Drug Violation,DRUGS - POSS CLASS D,A1,111,,2017-11-11 17:15:00,2017,11,Saturday,17,Part Two,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)",11,2017,2017.11,2017.2,weed
97302,I172094416,1845,Drug Violation,DRUGS - POSS CLASS D,E18,543,,2017-11-11 16:29:00,2017,11,Saturday,16,Part Two,RIVER ST,42.25539358,-71.12678706,"(42.25539358, -71.12678706)",11,2017,2017.11,2017.2,weed
98404,I172093274,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2017-11-07 13:17:00,2017,11,Tuesday,13,Part Two,TEMPLE PL,42.35478783,-71.06123562,"(42.35478783, -71.06123562)",11,2017,2017.11,2017.2,weed
98416,I172093264,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14, ,,2017-11-07 17:49:00,2017,11,Tuesday,17,Part Two,MARKET ST,,,"(0.00000000, 0.00000000)",11,2017,2017.11,2017.2,weed
98439,I172093238,1845,Drug Violation,DRUGS - POSS CLASS D,B2,588,,2017-11-07 01:30:00,2017,11,Tuesday,1,Part Two,GURNEY ST,42.33201285,-71.09598982,"(42.33201285, -71.09598982)",11,2017,2017.11,2017.2,weed
98489,I172093181,1845,Drug Violation,DRUGS - POSS CLASS D,D4,618,,2017-11-06 13:11:00,2017,11,Monday,13,Part Two,FENWAY,42.34227908,-71.09152151,"(42.34227908, -71.09152151)",11,2017,2017.11,2017.2,weed
98619,I172093048,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1, ,,2017-11-06 22:31:00,2017,11,Monday,22,Part Two,AVERY PL,,,"(0.00000000, 0.00000000)",11,2017,2017.11,2017.2,weed
98962,I172092681,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,304,,2017-11-05 19:02:00,2017,11,Sunday,19,Part Two,TOWNSEND ST,42.32005832,-71.09404899,"(42.32005832, -71.09404899)",11,2017,2017.11,2017.2,weed
99855,I172091734,1845,Drug Violation,DRUGS - POSS CLASS D,A7,26,,2017-11-02 17:10:00,2017,11,Thursday,17,Part Two,CONDOR ST,42.38260122,-71.03930935,"(42.38260122, -71.03930935)",11,2017,2017.11,2017.2,weed
99882,I172091705,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,332,,2017-11-02 13:00:00,2017,11,Thursday,13,Part Two,COLUMBIA RD,42.31519665,-71.06678387,"(42.31519665, -71.06678387)",11,2017,2017.11,2017.2,weed
100484,I172091068,1845,Drug Violation,DRUGS - POSS CLASS D,A7,26,,2017-10-31 15:02:00,2017,10,Tuesday,15,Part Two,BORDER ST,42.37787573,-71.03995208,"(42.37787573, -71.03995208)",10,2017,2017.10,2017.2,weed
